grade_section,gwa,remarks
GRADE 2 - ROXAS,76,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,86,VERY SATISFACTORY
GRADE 2 - ROXAS,81,SATISFACTORY
GRADE 2 - ROXAS,85,VERY SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,84,SATISFACTORY
GRADE 2 - ROXAS,78,FAIRLY SATISFACTORY
GRADE 2 - ROXAS,80,SATISFACTORY
GRADE 2 - ROXAS,83,SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,90,OUTSTANDING
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,90,OUTSTANDING
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,88,VERY SATISFACTORY
GRADE 2 - SSES,86,VERY SATISFACTORY
GRADE 2 - SSES,86,VERY SATISFACTORY
GRADE 2 - SSES,90,OUTSTANDING
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,86,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,88,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,88,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,86,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,91,OUTSTANDING
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,87,VERY SATISFACTORY
GRADE 2 - SSES,88,VERY SATISFACTORY
GRADE 3 - EARTH,82,SATISFACTORY
GRADE 3 - EARTH,81,SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,83,SATISFACTORY
GRADE 3 - EARTH,85,VERY SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,85,VERY SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,82,SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,85,VERY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,83,SATISFACTORY
GRADE 3 - EARTH,86,VERY SATISFACTORY
GRADE 3 - EARTH,85,VERY SATISFACTORY
GRADE 3 - EARTH,82,SATISFACTORY
GRADE 3 - EARTH,86,VERY SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,82,SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,83,SATISFACTORY
GRADE 3 - JUPITER,76,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,82,SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,77,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,82,SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,76,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,80,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,85,VERY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,82,SATISFACTORY
GRADE 3 - JUPITER,78,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,81,SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - JUPITER,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,81,SATISFACTORY
GRADE 3 - MARS,81,SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,77,FAIRLY SATISFACTORY
GRADE 3 - MARS,83,SATISFACTORY
GRADE 3 - MARS,86,VERY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,81,SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,80,SATISFACTORY
GRADE 3 - MARS,81,SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,86,VERY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,79,FAIRLY SATISFACTORY
GRADE 3 - MARS,84,SATISFACTORY
GRADE 3 - MARS,82,SATISFACTORY
GRADE 3 - MARS,84,SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,77,FAIRLY SATISFACTORY
GRADE 3 - MARS,82,SATISFACTORY
GRADE 3 - MARS,85,VERY SATISFACTORY
GRADE 3 - MARS,84,SATISFACTORY
GRADE 3 - MARS,83,SATISFACTORY
GRADE 3 - MARS,82,SATISFACTORY
GRADE 3 - MARS,82,SATISFACTORY
GRADE 3 - MARS,83,SATISFACTORY
GRADE 3 - MARS,83,SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,84,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,89,VERY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,86,VERY SATISFACTORY
GRADE 3 - MERCURY,85,VERY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,84,SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,92,OUTSTANDING
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,89,VERY SATISFACTORY
GRADE 3 - MERCURY,88,VERY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,76,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,81,SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,86,VERY SATISFACTORY
GRADE 3 - MERCURY,86,VERY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - MERCURY,75,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,80,SATISFACTORY
GRADE 3 - SATURN,89,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,83,SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,83,SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,94,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,89,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - VENUS,70,DID NOT MEET EXPECTATIONS
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,84,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,76,FAIRLY SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,84,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,76,FAIRLY SATISFACTORY
GRADE 3 - VENUS,76,FAIRLY SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,70,DID NOT MEET EXPECTATIONS
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,85,VERY SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,86,VERY SATISFACTORY
GRADE 4 - AMETHYST,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,76,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,80,SATISFACTORY
GRADE 4 - AMETHYST,82,SATISFACTORY
GRADE 4 - AMETHYST,78,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,78,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,82,SATISFACTORY
GRADE 4 - AMETHYST,84,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,80,SATISFACTORY
GRADE 4 - AMETHYST,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,80,SATISFACTORY
GRADE 4 - AMETHYST,88,VERY SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,78,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,80,SATISFACTORY
GRADE 4 - AMETHYST,84,SATISFACTORY
GRADE 4 - AMETHYST,81,SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,79,FAIRLY SATISFACTORY
GRADE 4 - AMETHYST,80,SATISFACTORY
GRADE 4 - AMETHYST,83,SATISFACTORY
GRADE 4 - AMETHYST,82,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,84,SATISFACTORY
GRADE 4 - EMERALD,79,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,87,VERY SATISFACTORY
GRADE 4 - EMERALD,82,SATISFACTORY
GRADE 4 - EMERALD,82,SATISFACTORY
GRADE 4 - EMERALD,84,SATISFACTORY
GRADE 4 - EMERALD,84,SATISFACTORY
GRADE 4 - EMERALD,82,SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,82,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,80,SATISFACTORY
GRADE 4 - EMERALD,78,FAIRLY SATISFACTORY
GRADE 4 - EMERALD,85,VERY SATISFACTORY
GRADE 4 - EMERALD,81,SATISFACTORY
GRADE 4 - EMERALD,84,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,81,SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,82,SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,86,VERY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,87,VERY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,81,SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,81,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,81,SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,82,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,82,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,82,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,81,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,80,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,81,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,81,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,90,OUTSTANDING
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,82,SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,89,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,82,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,90,OUTSTANDING
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,75,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,76,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,87,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - ORCHIDS,84,SATISFACTORY
GRADE 5 - ORCHIDS,78,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,81,SATISFACTORY
GRADE 5 - ORCHIDS,79,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,75,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,81,SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,77,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,76,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,77,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,79,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,78,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,77,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,79,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,85,VERY SATISFACTORY
GRADE 5 - ORCHIDS,81,SATISFACTORY
GRADE 5 - ORCHIDS,77,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,85,VERY SATISFACTORY
GRADE 5 - ORCHIDS,85,VERY SATISFACTORY
GRADE 5 - ORCHIDS,86,VERY SATISFACTORY
GRADE 5 - ORCHIDS,86,VERY SATISFACTORY
GRADE 5 - ORCHIDS,83,SATISFACTORY
GRADE 5 - ORCHIDS,86,VERY SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ORCHIDS,85,VERY SATISFACTORY
GRADE 5 - ORCHIDS,81,SATISFACTORY
GRADE 5 - ORCHIDS,79,FAIRLY SATISFACTORY
GRADE 5 - ORCHIDS,86,VERY SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,81,SATISFACTORY
GRADE 5 - ORCHIDS,82,SATISFACTORY
GRADE 5 - ORCHIDS,80,SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,91,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
GRADE 5 - ROSE,78,FAIRLY SATISFACTORY
